Ano,Período,Código,Nome,Turma,Horário,Nota,Situação
2009,1,EMC0020,CIRCUITOS ELÉTRICOS 1,A,35N23,2.70,REPROVADO
2009,1,EMC0118,LABORATÓRIO DE CIRCUITOS ELÉTRICOS 1,A,35V6  35N1,9.60,APROVADO
2009,1,EMC0150,MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M123   4N45,5.20,APROVADO
2009,1,EMC0113,LAB DE MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M345,10.00,APROVADO
2009,1,EMC0039,CONVERSÃO ELETROMECÂNICA DE ENERGIA 1,A,24V6  24N12,5.00,APROVADO
2009,1,EMC0112,LAB DE CONVERSÃO ELETROMECÂNICA DE ENERGIA 1,A,24N3,10.00,APROVADO
2009,1,EEC0102,FERRAMENTAS COMPUTACIONAIS PARA ENGENHARIA I,B,6N45,-,CANCELADA
2009,1,FAL0172,FRANCÊS INSTRUMENTAL,A,46M23,-,CANCELADA
2009,1,FAL0195,INGLÊS INSTRUMENTAL,B,3M23 6M45,-,CANCELADA
2009,1,INF0024,BANCO DE DADOS 1,A,25N45,7.80,APROVADO
2009,1,EMC0213,SISTEMAS DE CONTROLE,A,24N23,1.10,REPROVADO
2009,1,EMC0079,FENÔMENOS DE TRANSPORTE PARA ENG DE COMPUTAÇÃO,A,3N45 6N23,7.60,APROVADO
2009,1,EMC0020,CIRCUITOS ELÉTRICOS 1,A,35N23,7.40,APROVADO
2009,1,EMC0118,LABORATÓRIO DE CIRCUITOS ELÉTRICOS 1,A,35V6  35N1,10.00,APROVADO
2009,1,EMC0150,MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M123   4N45,7.70,APROVADO
2009,1,EMC0113,LAB DE MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M345,10.00,APROVADO
2009,1,FAF0080,LEITURAS DE FILOSOFIA EM ALEMÃO II,A,3V23,-,CANCELADA
2009,1,EEC0102,FERRAMENTAS COMPUTACIONAIS PARA ENGENHARIA I,B,6N45,-,CANCELADA
2009,1,EEC0264,TÓPICOS ESPECIAIS DE TOPOGRAFIA,A,4V234,-,CANCELADA
2009,1,IME0069,CÁLCULO PARA ENGENHARIA DE COMPUTAÇÃO 3,A,24N23,5.30,APROVADO
2009,1,INF0065,ESTRUTURAS DE DADOS 1,A,2N45 6N23,5.60,APROVADO
2009,1,EMC0024,CIRCUITOS LÓGICOS,A,3N45 5N23,5.70,APROVADO
2009,1,EMC0150,MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M123   4N45,3.10,REPROVADO
2009,1,EMC0113,LAB DE MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M345,10.00,APROVADO
2009,1,EMC0084,FUNDAMENTOS DE LÓGICA,A3,3N23,3.00,REPROVADO
2009,1,INF0024,BANCO DE DADOS 1,A,25N45,7.30,APROVADO
2009,1,EMC0213,SISTEMAS DE CONTROLE,A,24N23,5.00,APROVADO
2009,1,EMC0079,FENÔMENOS DE TRANSPORTE PARA ENG DE COMPUTAÇÃO,A,3N45 6N23,6.70,APROVADO
2009,1,EMC0020,CIRCUITOS ELÉTRICOS 1,A,35N23,5.00,APROVADO
2009,1,EMC0118,LABORATÓRIO DE CIRCUITOS ELÉTRICOS 1,A,35V6  35N1,9.80,APROVADO
2009,1,EMC0150,MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M123   4N45,8.30,APROVADO
2009,1,EMC0113,LAB DE MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M345,10.00,APROVADO
2009,1,EMC0075,ESTÁGIO SUPERVISIONADO,D,23456M23,9.50,APROVADO
2009,1,FAL0003,A ILUSTRAÇÃO DO LIVRO INFANTIL,A,3V123,-,CANCELADA
2009,1,INF0024,BANCO DE DADOS 1,A,25N45,6.20,APROVADO
2009,1,EMC0213,SISTEMAS DE CONTROLE,A,24N23,5.70,APROVADO
2009,1,EMC0079,FENÔMENOS DE TRANSPORTE PARA ENG DE COMPUTAÇÃO,A,3N45 6N23,6.60,APROVADO
2009,1,EMC0020,CIRCUITOS ELÉTRICOS 1,A,35N23,3.50,REPROVADO
2009,1,EMC0118,LABORATÓRIO DE CIRCUITOS ELÉTRICOS 1,A,35V6  35N1,9.50,APROVADO
2009,1,EMC0150,MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M123   4N45,7.50,APROVADO
2009,1,EMC0113,LAB DE MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M345,10.00,APROVADO
2009,1,EMC0075,ESTÁGIO SUPERVISIONADO,C,23456M23,8.00,APROVADO
2009,1,FAN0005,ALIMENTAÇÃO SAUDÁVEL,A,6V23,-,CANCELADA
2009,1,FAN0045,GUIA ALIMENTAR PARA POPULAÇÃO BRASILEIRA,A,5V234,-,CANCELADA
2009,1,ICH0551,DIREITO ELEITORAL,B,7M6  7V1,-,CANCELADA
2009,1,INF0024,BANCO DE DADOS 1,A,25N45,6.00,APROVADO
2009,1,EMC0213,SISTEMAS DE CONTROLE,A,24N23,5.00,APROVADO
2009,1,EMC0079,FENÔMENOS DE TRANSPORTE PARA ENG DE COMPUTAÇÃO,A,3N45 6N23,6.70,APROVADO
2009,1,EMC0020,CIRCUITOS ELÉTRICOS 1,A,35N23,1.30,REPROVADO
2009,1,EMC0118,LABORATÓRIO DE CIRCUITOS ELÉTRICOS 1,A,35V6  35N1,9.40,APROVADO
2009,1,EMC0150,MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M123   4N45,5.90,APROVADO
2009,1,EMC0113,LAB DE MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M345,10.00,APROVADO
2009,1,FAN0005,ALIMENTAÇÃO SAUDÁVEL,A,6V23,-,CANCELADA
2009,1,INF0024,BANCO DE DADOS 1,A,25N45,6.90,APROVADO
2009,1,EMC0213,SISTEMAS DE CONTROLE,A,24N23,7.30,APROVADO
2009,1,EMC0079,FENÔMENOS DE TRANSPORTE PARA ENG DE COMPUTAÇÃO,A,3N45 6N23,6.90,APROVADO
2009,1,EMC0020,CIRCUITOS ELÉTRICOS 1,A,35N23,5.80,APROVADO
2009,1,EMC0118,LABORATÓRIO DE CIRCUITOS ELÉTRICOS 1,A,35V6  35N1,9.50,APROVADO
2009,1,EMC0150,MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M123   4N45,6.60,APROVADO
2009,1,EMC0113,LAB DE MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M345,10.00,APROVADO
2009,1,EMC0075,ESTÁGIO SUPERVISIONADO,C,23456M23,9.00,APROVADO
2009,1,EEC0102,FERRAMENTAS COMPUTACIONAIS PARA ENGENHARIA I,B,6N45,-,CANCELADA
2009,1,IME0061,CÁLCULO NUMÉRICO,A,45N45,-,CANCELADA
2009,1,IME0233,PROBABILIDADE E ESTATÍSTICA,A,3N23 6N45,0.00,REPROVADO
2009,1,EMC0079,FENÔMENOS DE TRANSPORTE PARA ENG DE COMPUTAÇÃO,A,3N45 6N23,4.20,REPROVADO
2009,1,EMC0150,MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M123   4N45,-,CANCELADA
2009,1,EMC0113,LAB DE MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M345,-,CANCELADA
2009,1,EMC0169,PESQUISA OPERACIONAL 1,A,24N45,0.00,REPROVADO
2009,1,EMC0068,ENGENHARIA DE SEGURANÇA,A,4V12,1.90,REPROVADO
2009,1,INF0006,ALGORITMOS E PROGRAMAÇÃO 1,C2,2M56 4M34,1.50,REPROVADO
2009,1,EMC0084,FUNDAMENTOS DE LÓGICA,B,3M34,0.00,REPROVADO
2009,1,IME0069,CÁLCULO PARA ENGENHARIA DE COMPUTAÇÃO 3,A,24N23,0.00,REPROVADO
2009,1,EMC0024,CIRCUITOS LÓGICOS,A,3N45 5N23,0.00,REPROVADO
2009,1,EMC0121,LABORATÓRIO DE CIRCUITOS LÓGICOS,A,45V6  45N1,0.00,REPROVADO
2009,1,INF0024,BANCO DE DADOS 1,A,25N45,0.60,REPROVADO
2009,1,EMC0079,FENÔMENOS DE TRANSPORTE PARA ENG DE COMPUTAÇÃO,A,3N45 6N23,-,CANCELADA
2009,1,EMC0150,MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M123   4N45,0.00,REPROVADO
2009,1,EMC0113,LAB DE MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M345,0.00,REPROVADO
2009,1,INF0057,ENGENHARIA DE SOFTWARE 1,A,36N23,-,CANCELADA
2009,1,EEC0102,FERRAMENTAS COMPUTACIONAIS PARA ENGENHARIA I,B,6N45,-,CANCELADA
2009,1,EMC0084,FUNDAMENTOS DE LÓGICA,A3,3N23,3.30,REPROVADO
2009,1,IME0069,CÁLCULO PARA ENGENHARIA DE COMPUTAÇÃO 3,A,24N23,5.00,APROVADO
2009,1,INF0065,ESTRUTURAS DE DADOS 1,A,2N45 6N23,1.00,REPROVADO
2009,1,EMC0024,CIRCUITOS LÓGICOS,A,3N45 5N23,6.00,APROVADO
2009,1,EMC0150,MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M123   4N45,3.80,REPROVADO
2009,1,EMC0113,LAB DE MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M345,10.00,APROVADO
2009,1,EEC0141,INTRODUÇÃO AO CURSO DE ENGENHARIA CIVIL,A,2M56,-,CANCELADA
2009,1,EEC0264,TÓPICOS ESPECIAIS DE TOPOGRAFIA,A,4V234,-,CANCELADA
2009,1,EEC0047,CONSTRUÇÕES EM MADEIRA,A,5V234,-,CANCELADA
2009,1,EMC0084,FUNDAMENTOS DE LÓGICA,A3,3N23,6.30,APROVADO
2009,1,FIC0034,COMUNICAÇÃO E CIDADANIA,B,4M2345,-,CANCELADA
2009,1,INF0024,BANCO DE DADOS 1,A,25N45,5.10,APROVADO
2009,1,EMC0213,SISTEMAS DE CONTROLE,A,24N23,5.00,APROVADO
2009,1,EMC0079,FENÔMENOS DE TRANSPORTE PARA ENG DE COMPUTAÇÃO,A,3N45 6N23,4.40,REPROVADO
2009,1,EMC0020,CIRCUITOS ELÉTRICOS 1,A,35N23,1.20,REPROVADO
2009,1,EMC0118,LABORATÓRIO DE CIRCUITOS ELÉTRICOS 1,A,35V6  35N1,9.00,APROVADO
2009,1,EMC0019,CIÊNCIAS DO AMBIENTE,A,3M56 5M12,4.30,REPROVADO
2009,1,EMC0162,MICROPROCESSADORES E MICROCONTROLADORES,A,35M34,6.30,APROVADO
2009,1,FAN0005,ALIMENTAÇÃO SAUDÁVEL,A,6V23,-,CANCELADA
2009,1,EEC0102,FERRAMENTAS COMPUTACIONAIS PARA ENGENHARIA I,B,6N45,10.00,APROVADO
2009,1,EMC0116,LAB DE MICROPROCESSADORES E MICROCONTROLADORES,A,2M56,7.10,APROVADO
2009,1,ESA0026,ARMAZENAMENTO DE GRÃOS,A,3V123,-,CANCELADA
2009,1,ESA0414,PRÁTICAS DE HIGIENE NA MANIPULAÇÃO DE ALIMENTOS,A,4V23,-,CANCELADA
2009,1,INF0024,BANCO DE DADOS 1,A,25N45,5.20,APROVADO
2009,1,EMC0213,SISTEMAS DE CONTROLE,A,24N23,6.80,APROVADO
2009,1,EMC0079,FENÔMENOS DE TRANSPORTE PARA ENG DE COMPUTAÇÃO,A,3N45 6N23,5.80,APROVADO
2009,1,EMC0020,CIRCUITOS ELÉTRICOS 1,A,35N23,4.10,REPROVADO
2009,1,EMC0118,LABORATÓRIO DE CIRCUITOS ELÉTRICOS 1,A,35V6  35N1,9.40,APROVADO
2009,1,EMC0150,MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M123   4N45,7.30,APROVADO
2009,1,EMC0113,LAB DE MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M345,10.00,APROVADO
2009,1,FFA0059,NOÇÕES DE TOXICIDADE CELULAR,A,4V45,-,CANCELADA
2009,1,IPT0003,ANIMAIS PEÇONHENTOS NO BRASIL,A,6V23,-,CANCELADA
2009,1,FAN0045,GUIA ALIMENTAR PARA POPULAÇÃO BRASILEIRA,A,5V234,-,CANCELADA
2009,1,FAH0067,HISTÓRIA E CULTURA AFRO-BRASILEIRAS,B,3V2345,-,CANCELADA
2009,1,ESA0340,INTRODUÇÃO À BIOINFORMÁTICA,A,5V23,-,CANCELADA
2009,1,FAD0158,TÓPICOS ESPECIAIS DE DIREITO CONSTITUCIONAL,B,2V12,-,CANCELADA
2009,1,EVZ0141,QUALIDADE DE CARNES: ASPECTOS DE INTERESSE DO CONSUMIDOR,A,6V23,-,CANCELADA
2009,1,EEC0047,CONSTRUÇÕES EM MADEIRA,A,5V234,-,CANCELADA
2009,1,INQ0150,QUÍMICA E SOCIEDADE,B,6M45,-,CANCELADA
2009,1,INF0024,BANCO DE DADOS 1,A,25N45,5.80,APROVADO
2009,1,EMC0079,FENÔMENOS DE TRANSPORTE PARA ENG DE COMPUTAÇÃO,A,3N45 6N23,4.50,REPROVADO
2009,1,EMC0020,CIRCUITOS ELÉTRICOS 1,A,35N23,3.50,REPROVADO
2009,1,EMC0118,LABORATÓRIO DE CIRCUITOS ELÉTRICOS 1,A,35V6  35N1,9.40,APROVADO
2009,1,EMC0150,MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M123   4N45,5.30,APROVADO
2009,1,EMC0113,LAB DE MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M345,10.00,APROVADO
2009,1,EMC0039,CONVERSÃO ELETROMECÂNICA DE ENERGIA 1,A,24V6  24N12,2.90,REPROVADO
2009,1,EMC0112,LAB DE CONVERSÃO ELETROMECÂNICA DE ENERGIA 1,A,24N3,10.00,APROVADO
2009,1,EMC0075,ESTÁGIO SUPERVISIONADO,C,23456M23,-,CANCELADA
2009,1,EMC0005,ANÁLISE DE SISTEMAS LINEARES,B,35V34,7.00,APROVADO
2009,1,INF0024,BANCO DE DADOS 1,A,25N45,-,CANCELADA
2009,1,EMC0079,FENÔMENOS DE TRANSPORTE PARA ENG DE COMPUTAÇÃO,A,3N45 6N23,7.20,APROVADO
2009,1,EMC0150,MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M123   4N45,6.60,APROVADO
2009,1,EMC0113,LAB DE MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M345,10.00,APROVADO
2009,1,EMC0084,FUNDAMENTOS DE LÓGICA,A3,3N23,7.70,APROVADO
2009,1,INF0024,BANCO DE DADOS 1,A,25N45,-,CANCELADA
2009,1,EMC0079,FENÔMENOS DE TRANSPORTE PARA ENG DE COMPUTAÇÃO,A,3N45 6N23,3.50,REPROVADO
2009,1,EMC0020,CIRCUITOS ELÉTRICOS 1,A,35N23,0.60,REPROVADO
2009,1,EMC0150,MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M123   4N45,5.00,APROVADO
2009,1,EMC0113,LAB DE MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M345,10.00,APROVADO
2009,1,FAD0158,TÓPICOS ESPECIAIS DE DIREITO CONSTITUCIONAL,B,2V12,5.00,APROVADO
2009,1,EMC0005,ANÁLISE DE SISTEMAS LINEARES,B,35V34,5.70,APROVADO
2009,1,EMC0118,LABORATÓRIO DE CIRCUITOS ELÉTRICOS 1,B,5V6  5N1,9.50,APROVADO
2009,1,FIC0342,TÓPICOS EM COMUNICAÇÃO I,C,5M2345,9.00,APROVADO
2009,1,IME0069,CÁLCULO PARA ENGENHARIA DE COMPUTAÇÃO 3,A,24N23,0.50,REPROVADO
2009,1,IME0061,CÁLCULO NUMÉRICO,A,45N45,7.60,APROVADO
2009,1,IME0233,PROBABILIDADE E ESTATÍSTICA,A,3N23 6N45,6.50,APROVADO
2009,1,INF0065,ESTRUTURAS DE DADOS 1,A,2N45 6N23,4.50,REPROVADO
2009,1,EMC0024,CIRCUITOS LÓGICOS,A,3N45 5N23,5.20,APROVADO
2009,1,EMC0121,LABORATÓRIO DE CIRCUITOS LÓGICOS,A,45V6  45N1,7.50,APROVADO
2009,1,ESA0340,INTRODUÇÃO À BIOINFORMÁTICA,A,5V23,-,CANCELADA
2009,1,INF0024,BANCO DE DADOS 1,A,25N45,6.50,APROVADO
2009,1,EMC0213,SISTEMAS DE CONTROLE,A,24N23,5.00,APROVADO
2009,1,EMC0079,FENÔMENOS DE TRANSPORTE PARA ENG DE COMPUTAÇÃO,A,3N45 6N23,6.00,APROVADO
2009,1,EMC0020,CIRCUITOS ELÉTRICOS 1,A,35N23,5.00,APROVADO
2009,1,EMC0150,MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M123   4N45,7.40,APROVADO
2009,1,EMC0113,LAB DE MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M345,10.00,APROVADO
2009,1,EMC0118,LABORATÓRIO DE CIRCUITOS ELÉTRICOS 1,B,5V6  5N1,9.40,APROVADO
2009,1,INF0024,BANCO DE DADOS 1,A,25N45,2.80,REPROVADO
2009,1,EMC0213,SISTEMAS DE CONTROLE,A,24N23,7.30,APROVADO
2009,1,EMC0079,FENÔMENOS DE TRANSPORTE PARA ENG DE COMPUTAÇÃO,A,3N45 6N23,4.00,REPROVADO
2009,1,EMC0020,CIRCUITOS ELÉTRICOS 1,A,35N23,0.90,REPROVADO
2009,1,EMC0150,MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M123   4N45,5.50,APROVADO
2009,1,EMC0113,LAB DE MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M345,10.00,APROVADO
2009,1,EVZ0060,FABRICAÇÃO DE QUEIJOS,A,4V45,-,CANCELADA
2009,1,EMC0118,LABORATÓRIO DE CIRCUITOS ELÉTRICOS 1,B,5V6  5N1,9.50,APROVADO
2009,1,INF0065,ESTRUTURAS DE DADOS 1,A,2N45 6N23,4.50,REPROVADO
2009,1,EMC0079,FENÔMENOS DE TRANSPORTE PARA ENG DE COMPUTAÇÃO,A,3N45 6N23,-,CANCELADA
2009,1,EMC0020,CIRCUITOS ELÉTRICOS 1,A,35N23,2.40,REPROVADO
2009,1,INF0038,COMPUTAÇÃO GRÁFICA,A,35N45,-,CANCELADA
2009,1,EMC0024,CIRCUITOS LÓGICOS,B,35V12,5.50,APROVADO
2009,1,FAN0005,ALIMENTAÇÃO SAUDÁVEL,A,6V23,-,CANCELADA
2009,1,EMC0068,ENGENHARIA DE SEGURANÇA,A,4V12,6.40,APROVADO
2009,1,EMC0156,METODOLOGIA CIENTÍFICA,D,3M56,5.00,APROVADO
2009,1,EMC0084,FUNDAMENTOS DE LÓGICA,B,3M34,6.00,APROVADO
2009,1,EMC0118,LABORATÓRIO DE CIRCUITOS ELÉTRICOS 1,B,5V6  5N1,7.00,APROVADO
2009,1,IME0069,CÁLCULO PARA ENGENHARIA DE COMPUTAÇÃO 3,A,24N23,7.70,APROVADO
2009,1,INF0024,BANCO DE DADOS 1,A,25N45,8.00,APROVADO
2009,1,EMC0079,FENÔMENOS DE TRANSPORTE PARA ENG DE COMPUTAÇÃO,A,3N45 6N23,6.10,APROVADO
2009,1,EMC0020,CIRCUITOS ELÉTRICOS 1,A,35N23,4.00,REPROVADO
2009,1,EMC0150,MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M123   4N45,8.00,APROVADO
2009,1,EMC0113,LAB DE MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M345,10.00,APROVADO
2009,1,EMC0118,LABORATÓRIO DE CIRCUITOS ELÉTRICOS 1,B,5V6  5N1,9.80,APROVADO
2009,1,INF0024,BANCO DE DADOS 1,A,25N45,5.00,APROVADO
2009,1,EMC0079,FENÔMENOS DE TRANSPORTE PARA ENG DE COMPUTAÇÃO,A,3N45 6N23,7.30,APROVADO
2009,1,EMC0020,CIRCUITOS ELÉTRICOS 1,A,35N23,1.20,REPROVADO
2009,1,EMC0150,MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M123   4N45,6.00,APROVADO
2009,1,EMC0113,LAB DE MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M345,10.00,APROVADO
2009,1,EMC0118,LABORATÓRIO DE CIRCUITOS ELÉTRICOS 1,B,5V6  5N1,7.30,APROVADO
2009,1,IME0069,CÁLCULO PARA ENGENHARIA DE COMPUTAÇÃO 3,A,24N23,6.10,APROVADO
2009,1,INF0024,BANCO DE DADOS 1,A,25N45,5.60,APROVADO
2009,1,EMC0079,FENÔMENOS DE TRANSPORTE PARA ENG DE COMPUTAÇÃO,A,3N45 6N23,7.30,APROVADO
2009,1,EMC0150,MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M123   4N45,5.90,APROVADO
2009,1,EMC0113,LAB DE MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M345,10.00,APROVADO
2009,1,EMC0011,ARQUITETURA DE COMPUTADORES 2,A,24N45,-,CANCELADA
2009,1,IFI0107,FÍSICA PARA ENG DE COMPUTAÇÃO 2,A,24M12,3.80,REPROVADO
2009,1,IFI0073,FÍSICA EXPERIMENTAL PARA ENG DE COMPUTAÇÃO 2,A,6M45,1.00,REPROVADO
2009,1,INF0024,BANCO DE DADOS 1,A,25N45,8.10,APROVADO
2009,1,EMC0213,SISTEMAS DE CONTROLE,A,24N23,6.40,APROVADO
2009,1,EMC0079,FENÔMENOS DE TRANSPORTE PARA ENG DE COMPUTAÇÃO,A,3N45 6N23,6.60,APROVADO
2009,1,EMC0020,CIRCUITOS ELÉTRICOS 1,A,35N23,3.60,REPROVADO
2009,1,EMC0150,MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M123   4N45,5.60,APROVADO
2009,1,EMC0113,LAB DE MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M345,10.00,APROVADO
2009,1,EMC0019,CIÊNCIAS DO AMBIENTE,A,3M56 5M12,6.70,APROVADO
2009,1,EMC0162,MICROPROCESSADORES E MICROCONTROLADORES,A,35M34,7.70,APROVADO
2009,1,EMC0075,ESTÁGIO SUPERVISIONADO,E,23456V23,0.00,REPROVADO
2009,1,FAN0005,ALIMENTAÇÃO SAUDÁVEL,A,6V23,-,CANCELADA
2009,1,EEC0102,FERRAMENTAS COMPUTACIONAIS PARA ENGENHARIA I,B,6N45,-,CANCELADA
2009,1,EMC0118,LABORATÓRIO DE CIRCUITOS ELÉTRICOS 1,B,5V6  5N1,9.40,APROVADO
2009,1,INF0024,BANCO DE DADOS 1,A,25N45,7.90,APROVADO
2009,1,EMC0213,SISTEMAS DE CONTROLE,A,24N23,6.40,APROVADO
2009,1,EMC0079,FENÔMENOS DE TRANSPORTE PARA ENG DE COMPUTAÇÃO,A,3N45 6N23,8.50,APROVADO
2009,1,EMC0020,CIRCUITOS ELÉTRICOS 1,A,35N23,5.10,APROVADO
2009,1,EMC0150,MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M123   4N45,6.60,APROVADO
2009,1,EMC0113,LAB DE MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M345,10.00,APROVADO
2009,1,EMC0068,ENGENHARIA DE SEGURANÇA,A,4V12,8.30,APROVADO
2009,1,EMC0118,LABORATÓRIO DE CIRCUITOS ELÉTRICOS 1,B,5V6  5N1,9.80,APROVADO
2009,1,IME0069,CÁLCULO PARA ENGENHARIA DE COMPUTAÇÃO 3,A,24N23,7.20,APROVADO
2009,1,INF0065,ESTRUTURAS DE DADOS 1,A,2N45 6N23,6.80,APROVADO
2009,1,EMC0118,LABORATÓRIO DE CIRCUITOS ELÉTRICOS 1,A,35V6  35N1,6.90,APROVADO
2009,1,INF0057,ENGENHARIA DE SOFTWARE 1,A,36N23,-,CANCELADA
2009,1,INF0032,COMPILADORES 1,A,3N45 5N23,-,CANCELADA
2009,1,EMC0055,ELETRÔNICA 1,A,36M12,7.60,APROVADO
2009,1,EMC0162,MICROPROCESSADORES E MICROCONTROLADORES,A,35M34,7.10,APROVADO
2009,1,EEC0102,FERRAMENTAS COMPUTACIONAIS PARA ENGENHARIA I,B,6N45,-,CANCELADA
2009,1,EMC0068,ENGENHARIA DE SEGURANÇA,A,4V12,-,CANCELADA
2009,1,EMC0116,LAB DE MICROPROCESSADORES E MICROCONTROLADORES,A,2M56,8.40,APROVADO
2009,1,INF0038,COMPUTAÇÃO GRÁFICA,B,3N23 5N45,7.00,APROVADO
2009,1,INF0197,SISTEMAS DISTRIBUÍDOS 1,B,3N45 5N23,-,CANCELADA
2009,1,INF0024,BANCO DE DADOS 1,A,25N45,6.70,APROVADO
2009,1,EMC0213,SISTEMAS DE CONTROLE,A,24N23,5.90,APROVADO
2009,1,EMC0079,FENÔMENOS DE TRANSPORTE PARA ENG DE COMPUTAÇÃO,A,3N45 6N23,6.20,APROVADO
2009,1,EMC0020,CIRCUITOS ELÉTRICOS 1,A,35N23,5.00,APROVADO
2009,1,EMC0118,LABORATÓRIO DE CIRCUITOS ELÉTRICOS 1,A,35V6  35N1,9.00,APROVADO
2009,1,EMC0150,MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M123   4N45,5.70,APROVADO
2009,1,EMC0113,LAB DE MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M345,10.00,APROVADO
2009,1,EMC0019,CIÊNCIAS DO AMBIENTE,A,3M56 5M12,4.70,REPROVADO
2009,1,EMC0162,MICROPROCESSADORES E MICROCONTROLADORES,A,35M34,5.70,APROVADO
2009,1,EMC0075,ESTÁGIO SUPERVISIONADO,E,23456V23,0.00,REPROVADO
2009,1,EEC0102,FERRAMENTAS COMPUTACIONAIS PARA ENGENHARIA I,B,6N45,-,CANCELADA
2009,1,INF0024,BANCO DE DADOS 1,A,25N45,5.50,APROVADO
2009,1,EMC0079,FENÔMENOS DE TRANSPORTE PARA ENG DE COMPUTAÇÃO,A,3N45 6N23,6.20,APROVADO
2009,1,EMC0020,CIRCUITOS ELÉTRICOS 1,A,35N23,1.50,REPROVADO
2009,1,EMC0150,MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M123   4N45,5.10,APROVADO
2009,1,EMC0113,LAB DE MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M345,10.00,APROVADO
2009,1,EMC0213,SISTEMAS DE CONTROLE,B,4M12 6M56,3.10,REPROVADO
2009,1,FAN0005,ALIMENTAÇÃO SAUDÁVEL,A,6V23,-,CANCELADA
2009,1,FAN0045,GUIA ALIMENTAR PARA POPULAÇÃO BRASILEIRA,A,5V234,-,CANCELADA
2009,1,EMC0068,ENGENHARIA DE SEGURANÇA,A,4V12,6.50,APROVADO
2009,1,EMC0118,LABORATÓRIO DE CIRCUITOS ELÉTRICOS 1,B,5V6  5N1,9.80,APROVADO
2009,1,INF0024,BANCO DE DADOS 1,A,25N45,6.60,APROVADO
2009,1,EMC0079,FENÔMENOS DE TRANSPORTE PARA ENG DE COMPUTAÇÃO,A,3N45 6N23,0.90,REPROVADO
2009,1,EMC0020,CIRCUITOS ELÉTRICOS 1,A,35N23,0.60,REPROVADO
2009,1,EMC0150,MATERIAIS ELÉTRICOS PARA ENG DE COMPUTAÇÃO,A,7M123   4N45,6.40,APROVADO
